feature,coefficient
unlike most,0.2770288318134009
niece,0.27699375541944987
was still,0.27691640605792334
hawke,0.2769037875419063
walter,0.2768070987931938
bruce,0.2767320109086903
von trier,0.27662658182992816
drama and,0.27651805573612825
angle,0.2764292443775294
dennis quaid,0.27635728843650914
contrast,0.276330572216541
torn,0.2763180189960559
shows the,0.27629974006243263
only seen,0.2761144680962018
survival,0.2760721107076244
movie to,0.2760448410250484
new,0.2760008116591412
than many,0.2759148806162901
revealing,0.2758783738803244
rings,0.27575603896020007
this genre,0.275720891257907
addition to,0.27569690173218114
my favorites,0.2755301226213394
the soundtrack,0.2753176783986294
makes up,0.2750081250524959
trust,0.2747638454182873
entertaining the,0.274732718394482
ll love,0.27463710699573063
movie didn,0.27439790709965367
covers,0.27427998542381965
re in,0.2742227004135065
are far,0.274148546349755
likable and,0.27412299626468345
of series,0.27400542335175854
catching,0.2739743024475221
work of,0.273880465659179
retired,0.2738423742303328
to perfection,0.27369376783933186
to an,0.27368753935749734
tess,0.2736171529725313
father in,0.2735947876132269
with other,0.2735305554688853
the beauty,0.2735036323584022
usual,0.2732872654777696
and loved,0.27327673110132117
mesmerizing,0.27326650922815654
muni,0.27317791079791864
and turns,0.27317652374185475
damn,0.2730342956442716
mice,0.2730234530313808
is of,0.27293208747659975
subplots,0.27290858490960157
this type,0.2728446146180872
adorable,0.27278600749744625
knows that,0.2726969710109973
are well,0.2725706990490597
really great,0.27254529982527986
french,0.27247697332026666
that keeps,0.272388047022261
thus,0.27237599246854965
learns,0.2722901518982199
in all,0.27217126764193084
reality show,0.2720412893370075
garbo,0.27203920502515044
washington,0.2720371229409082
the later,0.27197739968835566
beat,0.27187635303148844
have it,0.27183156659916463
building,0.27182632016649155
for little,0.27171251042750827
the theme,0.2716794336045378
charlie,0.2714495097138726
almost,0.27109282379677857
triumph,0.27097758829583385
the students,0.2709016794597218
hayworth,0.27089068009553957
the man,0.2708772772412636
your eyes,0.27086687708412754
critics,0.2707324523269895
costumes and,0.27064416305288513
dreams and,0.27057458800570683
unseen,0.27056645129070434
haunted,0.27027131908377877
hanzo,0.2700993992252575
love it,0.27006960599944585
great in,0.2700677684212522
the 60s,0.27006532512264153
message of,0.26995006402076976
impact on,0.26970513625855863
enjoyable and,0.2696550233132009
this good,0.26963004695797044
rhythm,0.2695710383281598
you the,0.26954927657043126
he,0.2694445188406935
knocked,0.2694226531316898
gunga,0.26941359801080206
masterpiece of,0.26936611291503304
blake,0.2692904275467354
this picture,0.2692137657724708
which makes,0.26898000479861056
and re,0.26891258564207215
combines,0.2687162473366325
now it,0.2687130244268497
the while,0.2687006200012722
home,0.2686922554306311
about to,0.26866116424398356
audience in,0.2685863024659959
enjoy the,0.2685720593971992
different and,0.26853813157750184
trip,0.2684318691647219
all about,0.2682647972619633
way with,0.26824622325743713
both films,0.2682220723166193
demille,0.2681660674384967
nolte,0.2679273252199945
time saw,0.26784814580338523
may seem,0.2678112447875619
she will,0.2677844399083056
the men,0.2676341093190825
miss this,0.2675467026061299
movie also,0.26745926414379667
quirky,0.2674345616311358
once,0.26733154067045106
ve watched,0.2671511051162372
ultimatum,0.26715065287936746
depicts,0.26711287129263755
kept me,0.26708290785324573
things that,0.26708140444018375
psychological,0.26700819117000313
melvyn,0.26699565846489015
they still,0.26685649742786666
out loud,0.2667517308775666
great performance,0.26663580057374214
18th,0.2665951751083239
international film,0.2665591375320969
cold blood,0.2665278056200883
or her,0.26651139157264075
is highly,0.26645375889317
was filmed,0.2664348836983327
rodriguez,0.2664270634893555
to admit,0.26631500406406483
sirk,0.26628609235210227
buying,0.266280320990688
characters but,0.26615246151582445
superman,0.2660180867899617
radio,0.26598167226014274
we need,0.265979548196541
and are,0.2658729454483356
it movie,0.26584327032380056
hit,0.2656821531186572
after he,0.26560053084344165
laugh out,0.2655561182726771
film actually,0.26548233975173424
end which,0.26534370960792675
images,0.26519926970823654
focused,0.2649672713593487
lust,0.26496409259959297
the nazis,0.2649513681143761
done,0.26485756440228675
against,0.2646853556632416
and laugh,0.2646422424207169
slowly,0.26437668181995616
holds up,0.2643537416296103
luck,0.26434066734283973
life with,0.26426882709095184
sober,0.26415344749690883
very much,0.2641254640926156
way that,0.2640906560262965
moving and,0.2639846910703059
henry fool,0.2639124458795105
the radio,0.26389441838139693
has it,0.26369528714655044
unique and,0.2636402564287766
the possibility,0.2636384097523517
demands,0.26360667108437535
cole,0.26352964824549197
dances,0.26327503821541354
must watch,0.26320623378621755
streets of,0.2631750217172989
meets,0.2630128372494908
the negative,0.26296511117148513
representation,0.2629616111405701
made the,0.2628932111626121
the lives,0.26288412508719466
continues,0.2628238918744928
are great,0.2626565570200154
areas,0.26248796834565014
gave it,0.26244565055522007
the four,0.26237608032321136
seen as,0.2623486524414641
trouble with,0.2623459034470121
vanilla,0.2622975491026486
in mexico,0.26227587700519367
the former,0.26224268782341853
come along,0.26221620941321366
especially if,0.2622037966198869
deserves,0.2622003910824921
astounding,0.26215642451982174
performance of,0.26199944604782055
took place,0.26193738064323513
well together,0.26193595731018576
men who,0.2618947185370625
have become,0.2618749025966324
who has,0.2618711469862306
poignant,0.26177816861531145
people can,0.26168572999185413
deliverance,0.261667601053256
jeremy,0.26152115350146327
story it,0.2615080640219571
has come,0.2614981745156764
characters as,0.2614913332442799
and believable,0.26129081832449735
television,0.26118746931396736
chaos,0.26117717117434697
keeps you,0.26097457821926223
subway,0.26097085510951146
some have,0.26087629082025776
life but,0.2607397694653375
check this,0.2606718494351816
clutter,0.2606603220474768
boiled,0.2606049761150243
but hey,0.260598332693753
life of,0.2605446302066971
with their,0.26051753979153613
for his,0.26050868006590316
succeeds in,0.26041768276661836
collar,0.2603521998957843
boss,0.26027935589338724
watch movies,0.2601110277745731
griffith,0.2600250612402656
be put,0.25996034719237016
cares,0.25983286975580544
thumbs,0.259802431686061
forget that,0.25978291078557464
and even,0.2597812692521443
scene on,0.2596354928871399
ever made,0.25959794037522604
japanese,0.2595917970804959
marriage,0.2595645752638924
years after,0.2594593638883733
makes me,0.2594515849114129
few movies,0.25945028200348697
tells the,0.2594078577987709
complaints,0.25938951726960097
rocks,0.2592018353524756
the animals,0.2590048800220972
programs,0.25897416844362786
the italian,0.25891194086851993
events that,0.2589116322756601
give away,0.25887286956611666
rounded,0.25887250007336715
particular,0.2588614389313943
get it,0.25881783506438305
take on,0.2586756663527251
doesn like,0.25867156347038156
one night,0.25865830841562515
make you,0.2586056862617103
hard boiled,0.25859293051043936
best work,0.25858786521492816
optimistic,0.25850766295627065
provided,0.25839586467845344
blew,0.25824964022386415
the viewer,0.2580977690893796
technicolor,0.2579214496293792
and best,0.25792106362771283
with plenty,0.2579152124597501
five years,0.2578490067394768
bet,0.2578050086768086
like that,0.2577734591465603
lead characters,0.2577525407214743
final scene,0.25773843062416824
sequence is,0.25769889453128225
olympia,0.25763887612842473
mann,0.2575700108655286
is strong,0.25755840394571333
coming out,0.2574654064351628
the few,0.25743737709152137
go see,0.2573145838118684
made me,0.25725357635976565
artist,0.2571300298953763
bette,0.2570844754369903
someday,0.2570457916271357
portuguese,0.2569506585771281
the words,0.25690213646386495
hedy,0.2567674278348213
wonderful as,0.25670060502764597
sent,0.25666535242701866
they probably,0.2566522870178369
cats,0.2565655399145161
pushing,0.256374979301163
notably,0.2563286745440022
have an,0.25632722143338704
higher,0.2563149121720462
portrayed,0.2559626933762028
not take,0.2559234258202322
was meant,0.25578963762962764
ella,0.2557322057289275
only does,0.2556600234924961
hole,0.2556445474338919
midnight,0.25564073966542034
fay,0.2555243047965631
aunt,0.2555099545288345
will definitely,0.25548530720789564
the nature,0.25529091329187964
recall,0.2552609299674007
to expect,0.2552450061788816
along,0.25460752668084075
bruce lee,0.25455435118187575
adrian,0.2545014894200593
narrator,0.2544466950542339
out in,0.25415318884610155
fine film,0.2541219268559277
happy ending,0.25410849128248664
indie,0.2540954832996963
side to,0.25404965694881465
growing,0.25401712036206714
is always,0.2539805788903961
once you,0.25394343245678264
here to,0.2538991951846671
ricky,0.25386495775508444
him the,0.25385958942537296
because this,0.25381987895654434
2005,0.25376762794848456
magic,0.2537149725095413
transformation,0.2536846588908553
who turns,0.25344568146193197
jail,0.25319113444035174
who is,0.252976919571863
tends to,0.2528881144937184
song,0.2528880427192089
loneliness,0.25288787189828904
around him,0.2528726515049704
to him,0.25273962167961733
miike,0.25258705030250106
is perfectly,0.2525538265139858
been more,0.2525488187976452
more about,0.25245111650379887
it with,0.252398800082935
row,0.2523790685193784
involving the,0.2523661796700229
my book,0.25235335535002285
as there,0.25234172297408497
way and,0.25225454823281795
beauty of,0.25219930935999707
60,0.25215838333050145
elephant,0.25207811084331117
alvin,0.2518065985703769
to you,0.25173882643105017
page,0.25157822954602277
town of,0.2515273363033588
the law,0.2514800309020367
differently,0.251423030862332
best known,0.2513334057527983
follows,0.2512306071672566
one has,0.2511054466273333
jodie,0.25106133082138027
diverse,0.25076848586114797
isn the,0.2506364695049016
charm and,0.25056111906239203
is outstanding,0.2505031730700258
per,0.25039909720529535
one film,0.2501404218889087
and touching,0.25011784670907544
to both,0.2500934109723514
liners,0.25006520744660626
one liners,0.25006520744660626
hyde,0.2500596269385513
bach,0.24992177431587426
pathos,0.2499082255479351
epic,0.24988927888981086
referred,0.24978998517069287
the drama,0.2497574862924391
dress,0.2496299611219223
best movies,0.24957823528237003
events and,0.24952002811066337
in england,0.24949918426583317
dee,0.2494539104071045
who ever,0.24936175194093602
immediately,0.2493081805800955
parker posey,0.24910078325390927
not trying,0.2490776246026578
colours,0.2489969973793539
invention,0.24899348243199687
option,0.24887137666908676
from all,0.24881821159768933
the century,0.24876542113949876
are people,0.24864528678748654
him into,0.2485417186470993
this short,0.24845907204362544
arrives,0.24840799096558497
moved to,0.24828779763344364
me on,0.24822819517585049
kudos,0.24814691894417007
denis,0.2481252756788972
welcome,0.24802444874116278
rock roll,0.24795843896850234
soft,0.24782943726020862
definitely one,0.24773888307024036
admit,0.24773033770146036
fritz,0.24769554822125858
suitable for,0.24767159521205787
search,0.2475666442734486
john ford,0.24732088945340658
tale that,0.2472137894129689
still good,0.2471606917020594
movies like,0.24703973711103386
over acting,0.24696219170446962
aftermath,0.24685419147487989
wish it,0.2467751168164882
and wonderful,0.24668750597047318
the sidewalk,0.246667700133532
it something,0.24662120466654286
the perfect,0.24656362886718333
gunga din,0.2465217186840496
kirk,0.24651924128248856
refuses,0.2464674173535159
downey jr,0.24639443028890315
situations,0.24637602400025124
hope they,0.24624747903136915
stars and,0.24617443633704864
murders,0.2461602350965695
tierney,0.24602795237680117
the political,0.24599007519668054
this isn,0.24597273651946944
supporting cast,0.24596265441979775
emotional,0.2459147778658301
daughters,0.24574741230512032
the earlier,0.2456543115813979
but one,0.24559027638049777
jazz,0.24558094916114082
movie when,0.2454878068889554
than his,0.24543834443248283
course it,0.2453807583208265
hank,0.24536169787386242
and simple,0.24497276915024355
deals with,0.244678126224388
care of,0.24467515900384887
first class,0.24457492982266443
the silent,0.2444370885063242
has all,0.24439459451710024
suffer from,0.24436738199631464
two,0.244252931035424
alone,0.2441330452147631
people have,0.2439945202516706
testament,0.2439867755759433
respective,0.2439554697239116
well directed,0.24392689276574697
redemption,0.24388233206521853
in doing,0.2437953532223413
notice,0.2437035839489025
movie this,0.24369469303063945
whom he,0.24363609918725598
love and,0.2435886102782473
stance,0.24345608061939064
so the,0.2433302771442882
hilarity,0.2433125995073196
for any,0.24313944143049063
interrupted,0.24311517506649608
bittersweet,0.2430946498833109
can relate,0.24302648592563994
the classic,0.24279236898204867
flight,0.2427754766367509
quite the,0.2427538924767614
each character,0.24259445069359425
detail and,0.24258581105866003
brazil,0.2425524360648596
sometime,0.24255100856144163
sutherland,0.24252758148879813
makes you,0.24249140199139552
classical,0.24248099287950572
etc it,0.24239295889937895
steve carell,0.24234983730889373
trilogy,0.24234474511589407
which will,0.24221390889307157
awe,0.2421580519963598
is for,0.24214839315767728
thriller that,0.24214664258265223
to understand,0.2419980917918533
of things,0.24188736240648867
the sort,0.24182887349213733
we want,0.2417684897241662
performances from,0.24176504427964363
visconti,0.24173792195731675
ratso,0.24166216529780965
zabriskie,0.2416487346743501
glorious,0.24155850276182445
and foremost,0.24143496216988825
look at,0.24131462906201057
celebration,0.2411518015627995
boy who,0.2410288277852882
film for,0.2410197002016819
award winning,0.24101686782729145
is driven,0.24091739366114923
movie very,0.24078012441499336
the death,0.24066832474340108
reunion,0.2406288713607782
are also,0.24056425589791075
factory,0.24053865059010687
sondra,0.24052963748928569
it bit,0.2404975267308225
show off,0.24049250858766258
temple,0.24040784749314711
spirit,0.24040303342783512
greek,0.24026060450338912
heartfelt,0.24007848530892542
confrontation,0.2399896792366616
wash,0.23982977367458772
the killers,0.2397206646722859
he is,0.2396841386103775
actions of,0.2395784074765105
the other,0.23957505593232473
movie will,0.23933303104299755
clerk,0.23918533829229674
and intelligent,0.23914273920551954
the attention,0.23911536854553891
or at,0.23902320539876779
the studio,0.23898010279538698
that makes,0.2388398074396475
well that,0.2387833000949768
episode is,0.23867817357455692
winters,0.23854485114188834
enjoy watching,0.2385178784502183
am glad,0.23847198132437356
that only,0.23839514398355363
paxton,0.23820362601100453
influenced by,0.23818350512489597
of war,0.23811877938956147
they do,0.23809937009415674
was impressed,0.23803739522636427
manager,0.2380015008186994
arrested,0.23787770202779387
the message,0.23769620975802888
comes out,0.2376878630103996
sweet and,0.23768586008113293
as always,0.2376607444522366
was beautiful,0.23764134693784653
fun film,0.23757156336806604
he took,0.23744996045714634
zabriskie point,0.23734458196803826
hero and,0.23728222173400948
14,0.23726272107792173
melvyn douglas,0.23722556379463997
the opposite,0.23721165699638577
very moving,0.23715814707743957
mum,0.23702995966545157
score of,0.23696862925457515
more of,0.23695474343482295
never be,0.23685594331002485
to seeing,0.23672616013642184
get what,0.23667161929059227
explosions,0.2366413034697942
very nice,0.23651607549540296
murphy,0.23650857611393614
conventional,0.2365031604609203
but very,0.23623718055341084
who would,0.23608169075683028
or two,0.2360469737300057
performances in,0.23602934345641993
studios,0.23593654139474027
and he,0.2359248069720063
just like,0.23592470787341135
difference,0.2359011010205223
are made,0.23585695998745423
father son,0.2356515073311496
carol,0.23559617313809716
young woman,0.235548393355333
living,0.23548196985221692
small town,0.2354754104595966
cuba,0.23546933830815214
on television,0.23543091101698574
precise,0.23540535510869123
anime,0.23531926666250566
movie shows,0.2352166160216678
roof,0.2351624363208948
complete the,0.2350985897517219
widow,0.23496024882237662
stewart and,0.23482832390547825
shadow,0.2348166575052378
good story,0.23481250226253134
ironic,0.2347400917863443
as when,0.2346779200989881
because it,0.23455998067303388
gives you,0.2345160163210961
deliberate,0.23449615632672877
entertainment and,0.23431208860874256
accurately,0.23426095482301568
me up,0.234167718127572
movies such,0.23414489398379895
awareness,0.23414291055338862
my memory,0.23410859784923518
title of,0.2340766211995205
theatrical,0.23407511572452436
par with,0.2340492296111693
comedy in,0.23394932602468388
game is,0.23394788117020254
shows like,0.23394217839611556
its best,0.23391078068558674
bsg,0.23386803372621184
tale of,0.23379263961495944
final,0.23376863535390605
daily,0.23358434826883595
rapid,0.2335566551150965
jeremy northam,0.23340886992265192
movie 10,0.23332438930538127
is easy,0.23325402220620997
chance,0.23320269561031431
haven,0.233175217007996
it made,0.2331214419687427
the three,0.23305702037337359
what if,0.23302560852046636
midnight cowboy,0.23298612883172312
disagree with,0.23294279633939907
filmed,0.23293901744142442
along with,0.23277939270024253
and different,0.2327636048074785
to them,0.23271276753796052
him so,0.23264922413151973
alexander,0.232640707762173
garfield,0.23261968492048488
usa,0.23258366284905832
reaction to,0.2325550780263364
this masterpiece,0.2325470802794805
judged,0.23245040688582314
simplicity,0.23244282799777094
the performance,0.23239377453459034
shanghai,0.23232195147197693
the roles,0.23219452682092345
resident,0.2321103564188388
like his,0.23200358820522693
were very,0.2318056955812776
buy,0.2317972813319786
bend,0.23176834690624637
the king,0.23175525987965526
when her,0.23173570362715085
interestingly,0.23172286159138383
very realistic,0.2316706966095995
very impressed,0.23150358549825406
grew,0.23142325216325982
put off,0.23136410614299044
candle,0.23131385607340685
consistently,0.23129781135664254
is by,0.23127359222980082
flying,0.23125666734545672
scorsese,0.23121414110184574
the rings,0.23114822223205955
instinct,0.23112030021052923
will get,0.23110669041831522
movie on,0.2310714533477962
in few,0.23106500532995677
erik,0.23105752839011381
not bad,0.230953406591657
it before,0.23079444942484276
whole family,0.23057157124818284
know of,0.23056974430120705
wider,0.23051925196551185
off with,0.230489677705762
require,0.2304663508141003
man who,0.23032117633644877
and enjoyed,0.23028985406168256
moments the,0.23028954401038051
tape,0.2302566913926651
it isn,0.23024925139382277
she and,0.2302131276126565
the consequences,0.23012573295239344
cast was,0.230116590141741
never got,0.2300687778557521
marion,0.23006651519036805
april,0.2299669788017035
close to,0.2297691173162574
think and,0.22974242146170087
but if,0.22974146228958048
watched the,0.22940761710265448
to get,0.2293373756047844
mel,0.22931744562326342
he makes,0.22929643228017338
performances were,0.2292565498857887
seeing this,0.2292284605566339
is why,0.22913137184682575
above,0.22892363970526486
them even,0.22886119993748244
flynn,0.22883211199937378
soylent green,0.22879131272898345
be enjoyed,0.22877135049212446
com,0.22877098043382585
eric,0.22872584583388897
and their,0.22868389757869703
work and,0.22865454594839651
the dentist,0.2286232184556386
off by,0.228576847975766
to those,0.22841084103805936
obsession,0.22839741301575478
an impressive,0.22839334731136363
own right,0.22833160993020474
on tv,0.22831186348780214
who needs,0.22822998179005152
expert,0.22821855438841285
dramas,0.22817511475978505
individual,0.2280370568643383
it well,0.2279576279212064
executed,0.2279302762932076
done it,0.22789517623255773
stark,0.22778359450987937
al pacino,0.22765959210375963
for each,0.22760268683811047
this also,0.22744821844615873
had already,0.22732082409044096
world the,0.22726476351606184
the emotions,0.22719932238208995
gangster,0.22719375206257605
she also,0.22716831404779866
hitting,0.2270849892312916
series to,0.22707441176462612
her performance,0.22706161224906676
best performances,0.22698226701659535
country,0.2269264661326248
look to,0.2268378389277586
hilarious and,0.22680255319924977
he may,0.2267836480591973
festival and,0.2266983987451073
similarities,0.2266687572236198
rate,0.22666240895353654
upcoming,0.22665870185686737
destination,0.22656821734569285
states,0.22655076950485953
could you,0.22654210264161306
assigned,0.22647261728571622
adam,0.22645629285970714
been shown,0.22628463377929217
that what,0.2262486378268096
but also,0.22622102412434386
effective as,0.226163735675579
the hole,0.22614908190401073
most important,0.22612159054495107
so to,0.22608050658869402
10 stars,0.22602450045038
the strength,0.22599816207349346
parts,0.22592441614585876
phillips,0.22589836715948083
it after,0.2258928587367718
inhabitants,0.2258459309724379
horror film,0.22573408366092323
as she,0.22569691528758506
three of,0.2255890901053917
especially in,0.22556285108116314
quinn,0.22550339530824326
deal of,0.22542539027730968
people just,0.2253213008073591
not quite,0.2252448359222142
his home,0.2252099196114063
out on,0.225084044773742
tad,0.22496113026721887
the ride,0.22490513599736173
in that,0.22481977885770896
was first,0.2247399197422434
dudley moore,0.22473814821019414
used to,0.22470487096244937
so real,0.22461690434014803
the flying,0.22458425721971717
standard of,0.22451341851067882
urban,0.22451200970876137
point is,0.2245103504667582
the ladies,0.22450806029004078
some way,0.22448707911188617
what you,0.2244744214646328
the murders,0.22443881711617997
widescreen,0.22442090537218687
viewings,0.22433076375059618
it does,0.22432032027228918
father and,0.2243140843676721
touch,0.22415532635022267
malone,0.22414727134126874
or perhaps,0.22403378495985285
knows how,0.2239338243253557
sidewalk,0.22386544504294437
wanting,0.2237705795131719
the beginning,0.22376453548563946
worth watch,0.22370577498149727
friends and,0.22345777561684932
several of,0.223397202908137
variety,0.22334280516284444
it more,0.22332210023756924
parrot,0.22330930579856928
and realistic,0.22329309433250377
overtones,0.22326050476856352
was certainly,0.22324712613081388
lawyer,0.2231289840247406
kevin kline,0.22308119685482433
suburban,0.2230438087017982
the credit,0.2229980572832591
white and,0.22292236015025185
and memorable,0.22291734187447482
paradise,0.22288689964715205
now and,0.22288056092892047
lifestyle,0.22282729151262762
have known,0.22274125669458053
pitt,0.22272443184707627
fit the,0.22268488994047073
compare,0.22264210156204897
show it,0.22261444245025924
yet it,0.22257224836585496
the role,0.22254033630632059
didn expect,0.2225391138484956
older sister,0.2225062313073667
of age,0.22245363396708276
2nd,0.2222126707657441
cut to,0.222199461211567
france,0.2221730853107645
rarely,0.22202067864139896
answers,0.22198703798941521
anyone in,0.22193276162624714
after having,0.22188940112573882
delivery of,0.22185822114044743
probably one,0.22185032957342787
music score,0.22184748933084444
both are,0.221831231861924
from her,0.22181572214969117
film could,0.22178921728855608
martial,0.22172613865883983
nifty,0.22168619195523087
and really,0.22166733308233608
inside,0.22158120931966668
take the,0.22156503633586844
flair,0.22156307903624498
and character,0.22147746028991921
mario,0.22144877542397573
no need,0.22135059336006196
very different,0.22111312172401762
barry,0.2210257280722959
exactly what,0.22081968521315115
my mind,0.22073658754976
that in,0.2206913361681437
what will,0.22057315544129982
who just,0.22053592236075836
my kids,0.2205117649129132
events of,0.2204591585046221
when she,0.22043225173648096
earlier,0.22031384515694896
of most,0.22031272106088884
man is,0.22030188078149524
mountain,0.22025746282762557
as love,0.22023614690829715
the power,0.22018713744645374
showing us,0.22018258061416907
and strong,0.22018163356759615
caroline,0.22012121003046492
an eye,0.22009379552472644
screen and,0.220086626197112
director for,0.22008498562159404
ve always,0.22002905067620726
election,0.21992219490708714
frontier,0.21989554187522178
for us,0.21987359657039332
arkin,0.2197325414108413
simple but,0.21953064722017432
iv,0.21943131480591874
puts in,0.21938752310138362
vintage,0.21937657833424148
zizek,0.21924171583060062
stories,0.21921342719392597
in cinema,0.21909861912999978
having an,0.21905311520544238
wilson,0.21892151275034727
irony,0.21884450771582703
great the,0.21881315438738655
thought provoking,0.21878604585802586
laurence,0.21871283978029846
at its,0.21861691777959175
movie is,0.2185942272262681
comfort,0.2185395774363349
and often,0.2184831627650104
posters,0.21842832141075605
karloff,0.21840408170156214
irene,0.21824295139396802
ll be,0.2181976722894191
that must,0.218090079375089
police officer,0.21806248708453155
as that,0.21802572961534208
story this,0.2179841643065702
larger,0.21791506725600152
well in,0.2178088192823305
well with,0.217777627303631
he sees,0.21773445393754934
stack,0.2174247171672791
creative,0.2173922147865261
clearly,0.21736020270930742
tom cruise,0.21729396493556216
escape from,0.21726331887738848
they meet,0.21724917882644249
make the,0.2170858459962468
and full,0.21706689270332866
crossing,0.21706551450449477
released the,0.21703599336707624
any means,0.2170303600914213
originally,0.2170154090545845
actors who,0.2169338845423406
richardson,0.21692611651851948
counter,0.21690062456610013
the legend,0.21675871400023053
and takes,0.21674051730668467
are real,0.21673893512735895
some may,0.2166716590797436
it set,0.2166016009122858
same old,0.21658954828489302
there for,0.21634686458068805
warmth,0.21624442584812656
orson,0.2162180783077719
gothic,0.2162130090889715
backed,0.21620449517288207
growing up,0.2160875623232398
several,0.21606308897306722
bits and,0.21593993671367528
1936,0.21592756816685824
anybody,0.21590931965699448
is long,0.21580420124418903
the protagonists,0.2157078645568707
jacques,0.21570003340164107
atlantis,0.21566498847261
boyer,0.21566353368534202
like this,0.21564420935594847
herself in,0.21554492172014492
boy and,0.21544437076158754
chang,0.2152327660887462
because of,0.21522657607143933
which are,0.21519408391333106
robert downey,0.21516217453103917
performances the,0.21511430071806223
movie but,0.2150247676772656
at any,0.2149767643467253
aired,0.21474953321945664
horror films,0.2147164364870627
classy,0.21470423790066775
rate it,0.21463676806898752
drawn,0.21462767474357952
the small,0.21453804153548095
doubt that,0.21449166836719388
to reveal,0.2143669204917188
lasting,0.214311386627861
packed with,0.2142703199634237
princess,0.21423963447769082
spoiling,0.21416485825979212
and movie,0.21415400219710284
benefits,0.21412572692075502
it little,0.214026072494115
job as,0.2140182747764085
is because,0.2139696783030305
young men,0.21392486176342224
freed,0.21389836767764667
actress who,0.21386564244684017
realistic and,0.21383175929700846
jewel,0.21382906820426695
on cable,0.21382185729169798
introduction to,0.21380439315808347
begun,0.21378207122863904
one that,0.21356278103320697
are there,0.21355823251306433
with bunch,0.21345849524870805
reading,0.21345267407669885
de niro,0.21343724814577403
niro,0.21343724814577403
referred to,0.2134246416782816
of family,0.2134050253165826
the revolution,0.2133777204429556
sing,0.2133737476597212
be shown,0.2133538799946299
zane,0.21327874344887576
ha,0.21322571159085096
vulnerable,0.21309903287281248
enjoyed watching,0.21308000543617228
like most,0.2130515179873727
work is,0.21300745616598998
thought that,0.2129426018993976
who like,0.21280487013112778
really about,0.2127771581230111
an out,0.2126300657712606
for tv,0.21262264264931763
not the,0.21251710078749483
sheets,0.21247671375705124
million,0.21243962486101575
spoil it,0.2124044022160866
they went,0.21238881667889148
12,0.21237583073500257
kilmer,0.21233453646128922
capital,0.212268729777813
glad to,0.21223390196542952
hints,0.2122153462688205
sends,0.21218322195020012
suspected,0.21203782926184442
stood,0.2119579714540007
these guys,0.21177587799827924
initially,0.21165541849610955
some ways,0.21164242593403582
layers,0.21162286194762292
fassbinder,0.21148539055843216
uses the,0.21147872855262725
etc,0.21141440714876852
delicate,0.21141077303535222
attended,0.21140467346460223
dark and,0.21136641224978212
cup,0.21124082537722222
tower,0.21118201581338353
of society,0.21107177802929808
is equally,0.21106168454079044
have with,0.21104334337873532
will ever,0.21099294236892593
with as,0.21092322914268632
essence,0.21090783378062572
complaint,0.2109054468870764
each scene,0.21081040259495873
applause,0.2107869445204434
despair,0.21067718439817648
scrooge,0.21065382046166642
screening,0.2106298861892588
like many,0.2104128488903354
and action,0.21040221076466162
november,0.2103595577430715
new jersey,0.2103420506146088
that you,0.21026827460592085
gene kelly,0.21024455372917752
role she,0.21020986383083717
they seem,0.21020251981230326
whoopi,0.21015772819814874
suspense and,0.21012871124411567
much for,0.210063393814295
diary,0.21004022138017503
glover,0.21002149524146507
right place,0.2100210261992921
expecting the,0.21000663091007934
watch movie,0.20997642697717395
the incredible,0.20996012056031446
around to,0.20994267639164038
together the,0.20992907502444585
our world,0.20991825329593888
braveheart,0.20985553757860193
her it,0.2098476248268046
he finds,0.20979156544080704
family movie,0.20969033336420861
the relationship,0.2096513608285291
smile,0.20963264498544745
principle,0.20963140118830964
some scenes,0.20959218528812312
just enjoy,0.20958586202829127
core,0.20958302201395784
treasure,0.20954105725269925
complain about,0.20954016105213483
protagonists,0.20943943262838927
becoming,0.20943856156605267
does great,0.20943123113028894
doesn get,0.20940245464396282
means that,0.20936798513983057
the experience,0.20936580398298496
all times,0.2092139078966722
time we,0.20902103972906982
intriguing,0.20893920383117784
acceptance,0.20890921703121723
prize,0.20885226114558592
deserving,0.20884298756813902
as have,0.20883937156211835
ton,0.20880012681550883
other comments,0.2087565197812241
exciting,0.20870602385055503
safe,0.20866838115637043
tap,0.20866460827043962
length of,0.2086536741804581
and roll,0.20864733074671765
big budget,0.20862363793321273
it time,0.20861564291041226
and definitely,0.20861001578913857
let them,0.2085687127015934
you must,0.20853024061287775
metaphor,0.20851707520553067
great deal,0.20848751659563186
nails,0.20843701973262957
the slow,0.2084040596502588
weeks,0.20840285036218148
both sides,0.20836031099552246
gielgud,0.2083068195910374
creep,0.2083021962399204
pan,0.2081816635529965
to your,0.20817628978934238
jules,0.20814802305222543
winchester,0.20808259061127582
just enough,0.20804048805130163
purchase,0.20801272557747524
philip,0.20793618638796788
streets,0.2078464008314717
was totally,0.20783509277013704
finds her,0.20777576738714695
corbett,0.2077535152453347
watch and,0.20766558456385628
visions,0.2075544707469847
hamilton,0.20749386108147236
is far,0.20744501478340588
reminds,0.20741453323658235
in both,0.20737001821624587
nuanced,0.2073523726700333
as many,0.2073380336738791
rewarded,0.20725787942823948
help her,0.2072498050219267
hall,0.20724522585725438
ahead of,0.2070675013445594
that time,0.2070657667044819
series is,0.20705005210204894
the apartment,0.20703544694895298
dvd of,0.2070191924413078
of new,0.20701490837956898
depiction,0.20700378743703526
